,,,model,task,pe_technique,correct,total,accuracy,created_at,mean_length,median_length,std_length,min_length,max_length,mean_time_taken,median_time_taken,std_time_taken,min_time_taken,max_time_taken,total_time_taken
pythia-70m,math-geometry,null-shot,pythia-70m,math-geometry,null-shot,0,479,0.0,2024-05-02-14-18-27,12485.84133611691,12761,2634.7710084751843,3825,20922,10.799068028162699,11.07574400305748,0.6056637771813234,7.370514647103846,12.087241121102124,5172.753585489932
pythia-70m,math-count-prob,zero-shot,pythia-70m,math-count-prob,zero-shot,0,474,0.0,2024-05-02-09-57-01,12311.926160337553,12273,2861.1933755904,4112,20553,11.064802442958287,11.237869846168905,0.5496743380970542,6.380253866780549,11.795792312826961,5244.716357962228
pythia-70m,math-count-prob,null-shot,pythia-70m,math-count-prob,null-shot,0,474,0.0,2024-05-02-11-24-27,13602.542194092826,14117,2556.5048437568325,4142,21506,11.092670090901292,11.210331185720861,0.4501903873222526,6.795107664074749,11.953693791292608,5257.925623087212
pythia-70m,math-pre-calc,zero-shot,pythia-70m,math-pre-calc,zero-shot,0,546,0.0,2024-05-03-06-03-14,10803.864468864469,10542,2751.7941812685676,215,24675,11.052409367355255,11.205375405959785,0.7692978773528432,0.2649361779913306,12.971715156920254,6034.615514575969
pythia-70m,math-pre-calc,null-shot,pythia-70m,math-pre-calc,null-shot,0,546,0.0,2024-05-03-07-43-49,11462.320512820514,11566,2170.3263207783925,5153,17849,11.113570068560323,11.187502017710358,0.34873675281909683,8.546531546860933,12.712116030976176,6068.009257433936
palm-2-text,math-number,zero-shot,palm-2-text,math-number,zero-shot,64,540,11.851851851851853,2024-04-29-18-25-42,10.457407407407407,10,2.2459924682314876,1,26,0.5102433264824665,0.486294399946928,0.2095895479076806,0.4454876999370754,4.550629499834031,275.5313963005319
palm-2-text,math-number,null-shot-cot,palm-2-text,math-number,null-shot-cot,56,540,10.37037037037037,2024-04-29-18-56-34,10.709259259259259,10,4.2573147735318795,1,88,0.594152258714247,0.5156034999527037,0.5262903926001583,0.46348970010876656,6.642772700171918,320.8422197056934
palm-2-text,math-number,zero-shot-cot,palm-2-text,math-number,zero-shot-cot,57,540,10.555555555555555,2024-04-29-18-46-17,19.074074074074073,10,68.84659593829464,1,1236,0.5311520357297181,0.5014908998273313,0.17315399716568655,0.44540080009028316,2.975206700153649,286.8220992940478
palm-2-text,math-number,null-shot,palm-2-text,math-number,null-shot,63,540,11.666666666666666,2024-04-29-18-35-59,10.446296296296296,10,2.2719882761632637,1,27,0.5345635311143404,0.510810500010848,0.26649924044484335,0.46261189971119165,6.456963200122118,288.6643068017438
palm-2-text,math-algebra,zero-shot,palm-2-text,math-algebra,zero-shot,200,1187,16.849199663016005,2024-04-29-15-39-44,12.585509688289806,10,5.613654580378081,9,74,0.5236031595521812,0.4824446998536587,0.2620173652321524,0.4400297999382019,5.2796859997324646,621.516950388439
palm-2-text,math-algebra,null-shot-cot,palm-2-text,math-algebra,null-shot-cot,197,1187,16.596461668070766,2024-04-29-16-49-01,12.689132266217355,10,5.8393466679244765,0,79,0.5462595435563967,0.49950609961524606,0.33191660175935467,0.46039720019325614,6.571901000104845,648.410078201443
palm-2-text,math-algebra,zero-shot-cot,palm-2-text,math-algebra,zero-shot-cot,200,1187,16.849199663016005,2024-04-29-16-25-21,34.3150800336984,10,122.3939052286724,1,2100,0.6089486834834774,0.48815640015527606,0.5303813021827448,0.4406916000880301,6.527969100046903,722.8220872948878
palm-2-text,math-algebra,null-shot,palm-2-text,math-algebra,null-shot,193,1187,16.259477674810448,2024-04-29-16-02-29,12.605728727885426,10,6.94299092875491,0,142,0.5454015935945349,0.5012078997679055,0.3250942300404084,0.4500932996161282,6.330682400148362,647.3916915967129
palm-2-text,anli,zero-shot,palm-2-text,anli,zero-shot,590,1200,49.166666666666664,2024-01-03-13-20-32,0.9733333333333334,1,2.1566074180424004,0,75,0.773898513953512,0.7109967991709709,0.39177246668324023,0.37247589975595474,5.897016599774361,928.6782167442143
palm-2-text,anli,null-shot-cot,palm-2-text,anli,null-shot-cot,585,1200,48.75,2024-01-03-13-20-36,0.9133333333333333,1,0.2813459712801255,0,1,0.7924735231604427,0.7600754015147686,0.30357208199027874,0.5312435999512672,6.4497583992779255,950.9682277925313
palm-2-text,anli,zero-shot-cot,palm-2-text,anli,zero-shot-cot,590,1200,49.166666666666664,2024-01-03-13-20-34,1.2883333333333333,1,3.1638895717490207,0,80,0.7461938808268557,0.7220656983554363,0.2661885504248154,0.386625699698925,6.037422303110361,895.4326569922268
palm-2-text,anli,null-shot,palm-2-text,anli,null-shot,606,1200,50.5,2024-01-03-13-20-33,0.9633333333333334,1,0.2008039397577193,0,2,0.7784523729265977,0.7417046017944813,0.3602670904571055,0.5141818001866341,6.245471403002739,934.1428475119174
palm-2-text,triviaqa,zero-shot,palm-2-text,triviaqa,zero-shot,642,1000,64.2,2024-01-03-13-21-07,9.316,9,5.9776369913202325,0,40,1.012763303015381,0.571006502956152,1.2443532675468987,0.46979209780693054,10.27775640040636,1012.7633030153811
palm-2-text,triviaqa,null-shot-cot,palm-2-text,triviaqa,null-shot-cot,637,1000,63.7,2024-01-03-13-21-10,12.227,9,23.938744139991975,0,341,0.8308929904215038,0.5991711989045143,0.8992701105901112,0.48253369703888893,11.257752001285553,830.8929904215038
palm-2-text,triviaqa,zero-shot-cot,palm-2-text,triviaqa,zero-shot-cot,667,1000,66.7,2024-01-03-13-21-09,107.07,108,53.7144030963763,0,487,0.8857329106479883,0.7250266000628471,0.6756594891820379,0.5032951012253761,6.164563797414303,885.7329106479883
palm-2-text,triviaqa,null-shot,palm-2-text,triviaqa,null-shot,687,1000,68.7,2024-01-03-13-21-08,9.96,9,5.785360835764709,0,57,0.9456809650957584,0.6062586009502411,1.046568046153051,0.4883396029472351,10.696628600358963,945.6809650957584
palm-2-text,halueval-summarization,zero-shot,palm-2-text,halueval-summarization,zero-shot,3761,10000,37.61,2024-04-03-12-14-19,1.1806,2,1.1474247862060467,0,3,2.178461196759669,1.5316526999813505,1.7852619207456029,0.5505025999736972,18.278539500024635,21784.61196759669
palm-2-text,halueval-summarization,null-shot,palm-2-text,halueval-summarization,null-shot,4078,10000,40.78,2024-04-03-23-14-49,1.2828,2,1.1393086324610122,0,3,3.433796166129521,2.3000380999874324,2.6996615607653798,0.6211438000318594,19.311156400013715,34337.96166129521
palm-2-text,race-m,zero-shot,palm-2-text,race-m,zero-shot,1187,1436,82.66016713091922,2024-01-03-13-20-55,0.967966573816156,1,0.32160641181335137,0,2,1.0898144481117347,0.8444958999752998,0.8323695293725434,0.5120443031191826,6.792970798909664,1564.973547488451
palm-2-text,race-m,null-shot-cot,palm-2-text,race-m,null-shot-cot,1185,1436,82.52089136490251,2024-01-03-13-20-58,1.123259052924791,1,5.011211882546676,0,164,1.0930187266921847,0.8242010995745659,0.8231398101909717,0.5470845997333527,7.6640502996742725,1569.5748915299773
palm-2-text,race-m,zero-shot-cot,palm-2-text,race-m,zero-shot-cot,1020,1436,71.03064066852369,2024-01-03-13-20-57,96.19220055710306,74,127.5112069809649,0,1351,1.2790414645391046,0.9389118999242783,0.99471501489132,0.550992701202631,10.344091102480888,1836.7035430781543
palm-2-text,race-m,null-shot,palm-2-text,race-m,null-shot,1209,1436,84.19220055710306,2024-01-03-13-20-56,0.9603064066852368,1,0.24291845723829342,0,2,1.5178695917259226,0.9294244013726711,1.4571799920263226,0.5426606014370918,12.11110569909215,2179.660733718425
palm-2-text,strategyqa,zero-shot,palm-2-text,strategyqa,zero-shot,1370,2290,59.82532751091703,2024-01-03-13-20-59,1.6323144104803493,2,0.7418873411173944,0,2,0.6271983137162855,0.5682860829983838,0.3114129583391623,0.4510989169939421,6.6188137080171145,1436.284138410294
palm-2-text,strategyqa,null-shot-cot,palm-2-text,strategyqa,null-shot-cot,1359,2290,59.34497816593887,2024-01-03-13-21-05,1.245414847161572,1,2.9808762270810756,0,113,0.6139691914756595,0.5813412079587579,0.19864125060949045,0.4633579590008594,5.317830124986358,1405.9894484792603
palm-2-text,strategyqa,zero-shot-cot,palm-2-text,strategyqa,zero-shot-cot,1436,2290,62.70742358078603,2024-01-03-13-21-03,76.07423580786026,81,38.01039492339685,0,214,0.674830445231271,0.6437480840249918,0.2842762611477009,0.5127310419920832,7.63157649995992,1545.3617195796105
palm-2-text,strategyqa,null-shot,palm-2-text,strategyqa,null-shot,1520,2290,66.37554585152839,2024-01-03-13-21-01,1.7532751091703056,2,0.5013520743757593,0,2,0.5631887131916332,0.5331909999949858,0.2092327586318552,0.443357834010385,4.588578124996275,1289.7021532088402
palm-2-text,winogrande,zero-shot,palm-2-text,winogrande,zero-shot,921,1267,72.69139700078927,2024-01-03-13-21-11,1.5485398579321232,2,0.665869240831634,0,2,0.7198345111249325,0.5710137002170086,0.6360961598531373,0.4785591997206211,6.056955300271511,912.0303255952895
palm-2-text,winogrande,null-shot-cot,palm-2-text,winogrande,null-shot-cot,963,1267,76.00631412786109,2024-01-03-13-21-15,0.9676400947119179,1,0.23450100489531586,0,5,0.6683329807913435,0.5829796008765697,0.512614613992569,0.4856834001839161,7.860768500715494,846.7778866626322
palm-2-text,winogrande,zero-shot-cot,palm-2-text,winogrande,zero-shot-cot,810,1267,63.93054459352802,2024-01-03-13-21-14,86.14996053670087,89,42.22985088582496,0,381,0.75331168891987,0.6783863976597786,0.47301672854980775,0.4973781034350395,7.112993001937866,954.4459098614752
palm-2-text,winogrande,null-shot,palm-2-text,winogrande,null-shot,1014,1267,80.03157063930544,2024-01-03-13-21-13,1.8247829518547751,2,0.8040455205652804,0,8,0.6445291925548049,0.6005300991237164,0.3370439934262617,0.47837330028414726,5.89596239849925,816.6184869669378
palm-2-text,math-pre-algebra,zero-shot,palm-2-text,math-pre-algebra,zero-shot,154,871,17.68082663605052,2024-04-29-20-19-08,12.104477611940299,10,4.18343633125609,0,43,0.5839646818580365,0.5009189997799695,0.46381449056221297,0.4473524997010827,5.898805999662727,508.63323789834976
palm-2-text,math-pre-algebra,null-shot-cot,palm-2-text,math-pre-algebra,null-shot-cot,151,871,17.336394948335247,2024-04-29-21-11-53,12.31113662456946,10,4.406013265830004,0,43,0.5535460439698833,0.5306367999874055,0.24535452165969385,0.4608728000894189,5.5770169999450445,482.1386042977683
palm-2-text,math-pre-algebra,zero-shot-cot,palm-2-text,math-pre-algebra,zero-shot-cot,179,871,20.55109070034443,2024-04-29-20-53-16,35.08955223880597,11,77.03212545673861,0,764,0.7285906726774577,0.5159526998177171,0.9021545882475908,0.4468888002447784,12.281684199813753,634.6024759020656
palm-2-text,math-pre-algebra,null-shot,palm-2-text,math-pre-algebra,null-shot,150,871,17.221584385763492,2024-04-29-20-36-15,12.191733639494833,10,4.489428900314703,0,62,0.5944423266460886,0.5277947001159191,0.41938287564602567,0.45563169987872243,5.540315200109035,517.7592665087432
palm-2-text,math-int-algebra,zero-shot,palm-2-text,math-int-algebra,zero-shot,102,903,11.295681063122924,2024-04-29-19-07-24,14.029900332225914,11,7.3275064455713155,0,79,0.592828890478913,0.5086245997808874,0.5210343367107793,0.4511001002974808,6.716850699856877,535.3244881024584
palm-2-text,math-int-algebra,null-shot-cot,palm-2-text,math-int-algebra,null-shot-cot,100,903,11.074197120708748,2024-04-29-20-01-13,13.86267995570321,11,6.865982745658808,0,62,0.6114069509458164,0.5314119001850486,0.5455542043795175,0.4609210998751223,6.3020993997342885,552.1004767040722
palm-2-text,math-int-algebra,zero-shot-cot,palm-2-text,math-int-algebra,zero-shot-cot,94,903,10.409745293466225,2024-04-29-19-43-33,16.399778516057587,11,65.88327104932718,0,1948,0.5662425044338205,0.5056611998006701,0.467005451498237,0.4363437001593411,5.85656169988215,511.31698150373995
palm-2-text,math-int-algebra,null-shot,palm-2-text,math-int-algebra,null-shot,107,903,11.84939091915836,2024-04-29-19-25-16,13.806201550387597,11,7.474658943712832,0,90,0.6550812232586558,0.5319449999369681,0.6264662708629214,0.45673059998080134,6.446028800215572,591.5383446025662
palm-2-text,gsm8k,zero-shot,palm-2-text,gsm8k,zero-shot,195,1319,14.783927217589083,2024-01-03-13-20-37,2.5890826383623957,2,1.4810613344031966,0,21,0.7838863671684554,0.6401372998952866,0.6232649876026433,0.4738183990120888,7.583212401717901,1033.9461182951927
palm-2-text,gsm8k,null-shot-cot,palm-2-text,gsm8k,null-shot-cot,574,1319,43.51781652767248,2024-01-03-13-20-40,116.33737680060652,87,132.29306402634907,0,1815,1.1508703018009798,0.9491389989852905,0.8396505286123649,0.5074827969074249,9.460790798068047,1517.9979280754924
palm-2-text,gsm8k,zero-shot-cot,palm-2-text,gsm8k,zero-shot-cot,794,1319,60.19711902956786,2024-01-03-13-20-39,184.91053828658073,168,109.82387665892882,0,1803,1.2403528752388648,1.0539193004369736,0.7937217814548637,0.6133171990513802,11.84678990021348,1636.0254424400628
palm-2-text,gsm8k,null-shot,palm-2-text,gsm8k,null-shot,217,1319,16.45185746777862,2024-01-03-13-20-38,2.602729340409401,2,1.2766730165497062,0,21,0.8125580698110508,0.6523600965738297,0.6701209313004836,0.4847992993891239,10.908427000045776,1071.764094080776
palm-2-text,aqua,zero-shot,palm-2-text,aqua,zero-shot,74,254,29.133858267716533,2024-01-03-13-20-36,0.9763779527559056,1,0.15186851592114892,0,1,0.6717965286582577,0.5935588330030441,0.4452965871498507,0.5003129169926979,5.526519750012085,170.63631827919744
palm-2-text,aqua,null-shot-cot,palm-2-text,aqua,null-shot-cot,41,254,16.141732283464567,2024-01-03-13-20-37,84.11023622047244,51,181.0098848106279,0,2281,1.004867951732402,0.8324130830005743,0.7979587554152392,0.5412923749827314,6.6961004579789005,255.2364597400301
palm-2-text,aqua,zero-shot-cot,palm-2-text,aqua,zero-shot-cot,90,254,35.43307086614173,2024-01-03-13-20-37,102.85433070866142,69,148.50429631681385,0,1229,0.991584041798909,0.8455253749853,0.7406502697769091,0.5148539160145447,6.338319959002547,251.86234661692288
palm-2-text,aqua,null-shot,palm-2-text,aqua,null-shot,72,254,28.346456692913385,2024-01-03-13-20-37,1.0,1,0.0,1,1,0.6620400544305471,0.6119718749832828,0.370285226423703,0.4869551669980865,5.984235708019696,168.15817382535897
palm-2-text,halueval-qa,zero-shot,palm-2-text,halueval-qa,zero-shot,6146,10000,61.46,2024-04-02-19-20-52,2.285,2,0.5023693860099053,0,3,0.7335634657404037,0.6478274000110105,0.3767218166303054,0.532400099968072,8.193919499986805,7335.634657404036
palm-2-text,halueval-qa,null-shot,palm-2-text,halueval-qa,null-shot,6207,10000,62.07,2024-04-02-23-38-14,2.3071,2,0.47978077285359605,0,3,0.7454178912795382,0.6493807000224479,0.4280973390390644,0.5423830999643542,14.333518899977207,7454.178912795382
palm-2-text,race-h,zero-shot,palm-2-text,race-h,zero-shot,2503,3498,71.55517438536306,2024-01-03-13-20-41,0.9311034877072613,1,0.4801359931404078,0,2,1.157518590362226,0.9916843995451927,0.7109631870145923,0.29946859925985336,9.834352001547813,4049.0000290870667
palm-2-text,race-h,null-shot-cot,palm-2-text,race-h,null-shot-cot,2527,3498,72.24128073184677,2024-01-03-13-20-52,1.5417381360777587,1,23.79958731301778,0,1315,1.185570459702122,1.0109216012060642,0.7260232498460544,0.3202138990163803,8.022533800452948,4147.1254680380225
palm-2-text,race-h,zero-shot-cot,palm-2-text,race-h,zero-shot-cot,2103,3498,60.12006861063465,2024-01-03-13-20-48,131.80560320182963,92,182.3931580314276,0,2419,1.5227775629460727,1.2331602983176708,1.0412294803129603,0.45655569806694984,9.229792699217796,5326.675915185362
palm-2-text,race-h,null-shot,palm-2-text,race-h,null-shot,2594,3498,74.15666094911379,2024-01-03-13-20-45,0.9130931961120641,1,0.3624689539821842,0,2,1.2524696429504487,1.056657399982214,0.782413884571524,0.30034590139985085,10.64762270078063,4381.13881104067
palm-2-text,halueval-general,zero-shot,palm-2-text,halueval-general,zero-shot,3464,4507,76.85822054581762,2024-04-02-14-51-46,1.9718216108276014,2,0.4898393719267324,0,14,0.7852829477934268,0.7015221000183374,0.3365625334253334,0.5502126999781467,7.045080100011546,3539.2702457049745
palm-2-text,halueval-general,null-shot,palm-2-text,halueval-general,null-shot,3520,4507,78.10073219436433,2024-04-02-16-41-04,2.0392722431772796,2,2.150022771328408,0,144,0.7996153799867954,0.7389721000217833,0.21558729505728774,0.5682983000297099,4.918161000008695,3603.866517600487
palm-2-text,halueval-dialogue,zero-shot,palm-2-text,halueval-dialogue,zero-shot,6614,10000,66.14,2024-04-05-15-37-34,2.6598,3,0.6383290374093369,0,3,2.2863851835098,1.0070682000368834,2.3306441630100614,0.5584401999367401,17.698852199944668,22863.851835098
palm-2-text,halueval-dialogue,null-shot,palm-2-text,halueval-dialogue,null-shot,6762,10000,67.62,2024-04-07-08-36-19,2.7229,3,0.5048916616463698,0,3,2.3938447625698753,1.050647099968046,2.404051260731061,0.5702455999562517,18.050464799976908,23938.447625698755
palm-2-text,math-geometry,zero-shot,palm-2-text,math-geometry,zero-shot,68,479,14.19624217118998,2024-04-29-17-48-25,14.615866388308977,11,5.984552036724976,9,50,0.6006538029186552,0.519115200266242,0.4308963532243181,0.4483121996745467,6.02969289990142,287.71317159803584
palm-2-text,math-geometry,null-shot-cot,palm-2-text,math-geometry,null-shot-cot,63,479,13.152400835073069,2024-04-29-18-16-32,14.724425887265136,11,5.973431820855681,9,43,0.5776949446786405,0.5481754001230001,0.23908414424288615,0.47090720012784004,5.219855600036681,276.7158785010688
palm-2-text,math-geometry,zero-shot-cot,palm-2-text,math-geometry,zero-shot-cot,56,479,11.691022964509393,2024-04-29-18-07-11,36.298538622129435,11,143.07187785055726,1,2458,0.6202953949829249,0.5357071999460459,0.412651349316672,0.4521258999593556,6.179311899933964,297.121494196821
palm-2-text,math-geometry,null-shot,palm-2-text,math-geometry,null-shot,65,479,13.569937369519833,2024-04-29-17-57-51,14.271398747390396,11,5.534993661105169,9,32,0.6046835066797309,0.5508743999525905,0.4464171287812021,0.46282370015978813,6.426536299753934,289.6433996995911
palm-2-text,math-count-prob,zero-shot,palm-2-text,math-count-prob,zero-shot,61,474,12.869198312236287,2024-04-29-17-11-53,13.80379746835443,11,5.579262606585432,9,73,0.5182464721451517,0.49737559957429767,0.16274279026603705,0.44635829981416464,3.228552899789065,245.64882779680192
palm-2-text,math-count-prob,null-shot-cot,palm-2-text,math-count-prob,null-shot-cot,62,474,13.080168776371309,2024-04-29-17-39-10,14.20464135021097,11,6.480927843700494,9,88,0.5844118829014935,0.5223307996056974,0.43757508725425637,0.4614601000212133,6.91096860030666,277.0112324953079
palm-2-text,math-count-prob,zero-shot-cot,palm-2-text,math-count-prob,zero-shot-cot,59,474,12.447257383966246,2024-04-29-17-30-03,20.327004219409282,11,39.3412612964098,0,517,0.5559446932423765,0.5057104998268187,0.2972579059466308,0.4445189000107348,4.539568400010467,263.5177845968865
palm-2-text,math-count-prob,null-shot,palm-2-text,math-count-prob,null-shot,52,474,10.970464135021098,2024-04-29-17-20-54,14.143459915611814,11,6.352222230801618,9,73,0.565734055492524,0.5167295997962356,0.35338511289920665,0.46265839971601963,6.887033899780363,268.15794230345637
palm-2-text,math-pre-calc,zero-shot,palm-2-text,math-pre-calc,zero-shot,68,546,12.454212454212454,2024-04-29-21-28-29,21.553113553113555,17,16.50058050410511,0,178,0.5772545280313672,0.524537599645555,0.4535878238032134,0.45440009981393814,8.11173709994182,315.1809723051265
palm-2-text,math-pre-calc,null-shot-cot,palm-2-text,math-pre-calc,null-shot-cot,66,546,12.087912087912088,2024-04-29-22-00-03,21.853479853479854,18,15.979283657462187,0,146,0.5998557184962726,0.5559739000163972,0.32287013696439204,0.4680296001024544,5.576322000008076,327.52122229896486
palm-2-text,math-pre-calc,zero-shot-cot,palm-2-text,math-pre-calc,zero-shot-cot,68,546,12.454212454212454,2024-04-29-21-49-35,21.382783882783883,16,17.045672227886634,0,174,0.568079000720993,0.5336809000000358,0.3118875205500087,0.45273789996281266,5.5649496000260115,310.1711343936622
palm-2-text,math-pre-calc,null-shot,palm-2-text,math-pre-calc,null-shot,68,546,12.454212454212454,2024-04-29-21-39-05,21.13003663003663,17,16.28521922481007,0,178,0.5921818716246839,0.554647599812597,0.3241874037427618,0.46575750038027763,5.593053199816495,323.33130190707743
claude-3-haiku,math-number,zero-shot,claude-3-haiku,math-number,zero-shot,174,540,32.22222222222222,2024-05-01-08-41-27,634.4907407407408,596,267.14267568759095,170,2268,3.2262425709369214,2.985628600232303,1.3520782511770755,0.9120332999154925,16.41015709983185,1742.1709883059375
claude-3-haiku,math-number,null-shot-cot,claude-3-haiku,math-number,null-shot-cot,189,540,35.0,2024-05-01-10-03-08,791.1814814814815,695,429.84797961952825,199,6322,2.528323147407112,2.248062300030142,1.6766191003628823,0.9672242999076843,30.43223789986223,1365.2944995998405
claude-3-haiku,math-number,zero-shot-cot,claude-3-haiku,math-number,zero-shot-cot,184,540,34.074074074074076,2024-05-01-09-39-53,736.2259259259259,670,457.31574398681767,194,5985,2.545373037775668,2.2976277000270784,1.5961760496734747,1.117694000247866,22.76116030011326,1374.5014403988607
claude-3-haiku,math-number,null-shot,claude-3-haiku,math-number,null-shot,184,540,34.074074074074076,2024-05-01-09-10-49,810.675925925926,776,343.37564541604195,175,5368,3.1912123751973183,2.9189014001749456,1.5850005786271129,0.9700099998153746,24.197909399867058,1723.2546826065518
claude-3-haiku,math-algebra,zero-shot,claude-3-haiku,math-algebra,zero-shot,574,1187,48.35720303285594,2024-04-30-23-29-46,582.3277169334457,535,302.0703030782405,113,6276,3.8454029323633607,3.5428578997962177,1.9981644165717798,1.0349946999922395,45.444262800272554,4564.493280715309
claude-3-haiku,math-algebra,null-shot-cot,claude-3-haiku,math-algebra,null-shot-cot,577,1187,48.60994102780118,2024-05-01-03-15-26,667.6739679865207,620,357.59900311779836,158,6762,3.816591721406268,3.419516600202769,2.1237895814493286,1.2238853997550905,39.2741418001242,4530.29437330924
claude-3-haiku,math-algebra,zero-shot-cot,claude-3-haiku,math-algebra,zero-shot-cot,583,1187,49.11541701769166,2024-05-01-02-01-49,656.6807076663858,617,297.4112654484936,174,6232,3.684059748268375,3.3687933003529906,1.6865206272857283,1.0851015001535416,34.74501920025796,4372.978921194561
claude-3-haiku,math-algebra,null-shot,claude-3-haiku,math-algebra,null-shot,567,1187,47.76748104465038,2024-05-01-00-46-33,702.1027801179443,663,311.81247937211685,180,6487,3.7654547037034223,3.466181299649179,1.8205180676041581,1.0953180002979934,41.546239600051194,4469.594733295962
claude-3-haiku,anli,zero-shot,claude-3-haiku,anli,zero-shot,343,1200,28.583333333333332,2024-04-05-15-48-04,929.0825,889,270.5065230767706,250,2311,2.5151474454985387,2.426991100073792,0.5845714577503585,1.233930499991402,5.242664900026284,3018.1769345982466
claude-3-haiku,anli,null-shot-cot,claude-3-haiku,anli,null-shot-cot,364,1200,30.333333333333336,2024-04-05-18-37-42,1194.5066666666667,1075,423.37819179651746,431,2647,3.062689045832764,2.884353999979794,0.8395960929143742,1.336642500013113,9.380252900067717,3675.226854999317
claude-3-haiku,anli,zero-shot-cot,claude-3-haiku,anli,zero-shot-cot,379,1200,31.583333333333336,2024-04-05-17-34-37,1208.03,1094,399.59101895980285,487,2471,3.106429033249151,2.9464258999796584,0.8164398009595549,1.513082000077702,8.081621299963444,3727.714839898981
claude-3-haiku,anli,null-shot,claude-3-haiku,anli,null-shot,461,1200,38.416666666666664,2024-04-05-16-39-03,1034.455,986,285.90121483069413,390,2293,2.742868473917188,2.606921699945815,0.6374556487454697,1.3082710000453517,6.506422300008126,3291.442168700625
claude-3-haiku,triviaqa,zero-shot,claude-3-haiku,triviaqa,zero-shot,785,1000,78.5,2024-04-05-19-39-41,667.166,678,273.4401807416022,32,1487,2.294663475097157,2.2548083000583574,1.5612760468741027,0.5775278999935836,46.28141020005569,2294.663475097157
claude-3-haiku,triviaqa,null-shot-cot,claude-3-haiku,triviaqa,null-shot-cot,650,1000,65.0,2024-04-05-21-28-04,715.246,659,286.0244421094115,62,2720,2.4015651897991774,2.2778846999863163,0.7070413986577326,0.9818168999627233,7.195733399945311,2401.5651897991775
claude-3-haiku,triviaqa,zero-shot-cot,claude-3-haiku,triviaqa,zero-shot-cot,770,1000,77.0,2024-04-05-20-45-17,724.029,705,223.49189282611562,164,1770,2.529650316599058,2.4172743000090122,1.2882778762581977,1.1586018999805674,36.86533960001543,2529.650316599058
claude-3-haiku,triviaqa,null-shot,claude-3-haiku,triviaqa,null-shot,645,1000,64.5,2024-04-05-20-18-30,391.158,399,195.20989482093373,73,1629,1.5750994642031146,1.5464764999924228,0.4911247513267151,0.6592837000498548,4.385055999970064,1575.0994642031146
claude-3-haiku,halueval-summarization,zero-shot,claude-3-haiku,halueval-summarization,zero-shot,5039,10000,50.39,2024-04-16-20-15-26,280.3607,3,398.6053732647474,2,1786,1.6605668371481355,0.9115814999677241,1.2890048174809294,0.5963192998897284,35.36840340006165,16605.668371481355
claude-3-haiku,halueval-summarization,null-shot,claude-3-haiku,halueval-summarization,null-shot,5354,10000,53.54,2024-04-17-00-58-38,744.7412,784,325.8663281509128,2,2452,3.3745648035503693,3.352892299881205,1.439828827458199,0.5654705001506954,42.94281030003913,33745.64803550369
claude-3-haiku,race-m,zero-shot,claude-3-haiku,race-m,zero-shot,1090,1436,75.90529247910864,2024-04-05-02-25-49,554.149721448468,533,275.6923707573249,84,1357,1.9114736014613745,1.8736237999983132,0.6466495250269161,0.7225043999496847,4.230272100074217,2744.876091698534
claude-3-haiku,race-m,null-shot-cot,claude-3-haiku,race-m,null-shot-cot,939,1436,65.3899721448468,2024-04-05-05-00-28,672.6622562674095,660,302.67604651262656,71,1668,2.1716676926889527,2.140926899970509,0.6981734742430501,0.7761402999749407,4.497878100024536,3118.514806701336
claude-3-haiku,race-m,zero-shot-cot,claude-3-haiku,race-m,zero-shot-cot,650,1436,45.26462395543175,2024-04-05-04-03-54,726.7367688022284,723,284.6238054935429,151,1550,2.3272583018104718,2.3099222000455484,0.6912024381710441,0.9469768999842927,6.762300499947742,3341.9429213998374
claude-3-haiku,race-m,null-shot,claude-3-haiku,race-m,null-shot,988,1436,68.80222841225627,2024-04-05-03-12-24,675.3008356545961,678,284.7986387803011,84,1716,2.116555283217552,2.116989400004968,0.6481697780683322,0.8812566999113187,4.335906799999066,3039.373386700405
claude-3-haiku,strategyqa,zero-shot,claude-3-haiku,strategyqa,zero-shot,1001,2290,43.7117903930131,2024-04-04-17-29-43,720.2082969432314,705,271.9959523542575,7,1858,2.175885686681679,2.1341353999450803,0.5819971333416006,0.5446760000195354,5.79729029990267,4982.778222501045
claude-3-haiku,strategyqa,null-shot-cot,claude-3-haiku,strategyqa,null-shot-cot,650,2290,28.38427947598253,2024-04-04-21-58-20,848.6414847161572,802,283.5953531093541,250,2349,2.612489080437262,2.490934500005096,0.7360848630277648,1.199432700057514,8.560099099995568,5982.5999942013295
claude-3-haiku,strategyqa,zero-shot-cot,claude-3-haiku,strategyqa,zero-shot-cot,661,2290,28.864628820960696,2024-04-04-20-13-18,925.9764192139738,896,286.65459848499364,267,2258,2.7172098318347198,2.660359999979846,0.6269809537338878,1.1810535999247804,6.305385099956766,6222.410514901509
claude-3-haiku,strategyqa,null-shot,claude-3-haiku,strategyqa,null-shot,665,2290,29.03930131004367,2024-04-04-18-54-00,696.9991266375546,681,207.20823017983415,221,1791,2.0445198548898227,1.9961577999638394,0.4310336355077193,1.0583512999583036,4.193447500001639,4681.950467697694
claude-3-haiku,winogrande,zero-shot,claude-3-haiku,winogrande,zero-shot,767,1267,60.53670086819258,2024-04-04-23-48-16,365.11838989739545,319,159.53264973386874,79,1394,1.5326905857919382,1.4237571000121534,0.4825418055424035,0.8126135000493377,7.055471899919212,1941.9189721983857
